"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km","distance"
"2867",2005,"08-Jan-05","Oistins","Barbados",13.055,-59.5411,12.9,"Bleaching (% of population)",25,"ERG138",6.27,300.69,26794,0,0,0.0311999992118217,"Non MPA","Non MPA",NA,1380.73856404792
"2868",2005,"08-Jan-05","Bougenvillea","Barbados",13.0626,-59.5566,3,"Bleaching (% of population)",20,"ERG138",6.27,300.69,57654,26794,26794,0.0311999992118217,"Non MPA","Non MPA",NA,772.777166317532
"2869",2005,"08-Jan-05","Coconut Court Hotel/Asta","Barbados",13.0733,-59.6033,7,"Bleaching (% of population)",25,"ERG138",3.53,300.4,30860,0,0,0.0310666658818567,"Non MPA","Non MPA",NA,2818.17065084879
"2870",2005,"08-Jan-05","Carlisle Bay","Barbados",13.0858,-59.6126,10.6,"Bleaching (% of population)",30,"ERG138",3.132,300.518,8208,0,0,0.0268666659879576,"MPA","0",NA,4102.26493669388
"2871",2005,"08-Jan-05","Heywoods Beach","Barbados",13.2606,-59.6459,10,"Bleaching (% of population)",0,"ERG138",1.492,299.916,0,0,0,0.0325999991764547,"Non MPA","Non MPA",NA,14925.519618888
"2872",2005,"26-Oct-05","Rachette Point","St Lucia",13.8583,-61.0667,5,"Bleaching (% of population)",170,"ERG138",8.193333333,301.3533333,0,0,0,0.037199999060249,"MPA","0",NA,7897.34124216441
"2873",2005,"31-Jan-05","Young Island","St Vincent & Grenadines",13.1182,-61.2035,7,"Bleaching (% of population)",1,"ERG138",2.41,300.21,39426,0,0,0.0320666658565945,"Non MPA","Non MPA",NA,1010.65288006662
"2874",2005,"01-Feb-05","Gardens","St Vincent & Grenadines",13.1631,-61.2481,13,"Bleaching (% of population)",2,"ERG138",0,300.19,0,0,0,0.0463999988278374,"Non MPA","Non MPA",NA,371.438804135493
"2875",2005,"15-Feb-05","Moonhole","St Vincent & Grenadines",12.9932,-61.2757,13,"Bleaching (% of population)",2,"ERG138",0,300.65,0,0,0,0.0347999991208781,"Non MPA","Non MPA",NA,2730.27675193429
"2876",2005,"12-Nov-05","Plantain Mustique","St Vincent & Grenadines",12.8699,-61.1946,9,"Bleaching (% of population)",300,"ERG138",5.38,300.67,84107,26627,26627,0.0469999988126801,"MPA","0",NA,265.266348949213
"2877",2005,"01-Mar-05","Horseshoe Reef Back Reef","St Vincent & Grenadines",12.6358,-61.3503,2,"Bleaching (% of population)",2,"ERG138",1.17,300.36,0,0,0,0.0587999985145871,"MPA","MPA",NA,2174.23500029086
"2878",2005,"03-Mar-05","Petit Tabac","St Vincent & Grenadines",12.6244,-61.3506,3,"Bleaching (% of population)",4,"ERG138",1.17,300.51,0,0,0,0.0587999985145871,"MPA","MPA",NA,2782.16409215431
"2879",2005,"02-Mar-05","Petit Bateau","St Vincent & Grenadines",12.6331,-61.3592,2,"Bleaching (% of population)",35,"ERG138",1.17,300.51,0,0,0,0.0499999987368938,"MPA","MPA",NA,1488.35929777486
"2880",2005,"29-Dec-05","Malgretoute","St Lucia",13.839,-61.065,3,"Bleaching (% of population)",89,"ERG138",2.17,300.72,0,0,0,0.0207999994745478,"MPA","0",NA,5771.29087119455
"2881",2005,"29-Dec-05","Malgretoute","St Lucia",13.839,-61.065,10,"Bleaching (% of population)",178,"ERG138",2.17,300.72,0,0,0,0.0207999994745478,"MPA","0",NA,5771.29087119455
"2882",2005,"14-Jan-05","Woodlands","Montserrat",16.7622,-62.2242,8,"Bleaching (% of population)",5,"ERG138",0,299.04,0,0,0,0.0293999992572935,"Non MPA","Non MPA",NA,590.709125061216
"2883",2005,"12-Jun-05","Mushroom Garden Line 1","Netherlands Antilles",17.4628,-62.9775,16,"Bleaching (% of population)",0,"ERG138",7.68,301.32,0,0,0,0.0347333324558955,"MPA","MPA",NA,8659.57793460765
"2884",2005,"12-Jun-05","Mushroom Garden Line 2","Netherlands Antilles",17.4628,-62.9775,16,"Bleaching (% of population)",0,"ERG138",7.68,301.32,0,0,0,0.0347333324558955,"MPA","MPA",NA,8659.57793460765
"2885",2005,"11-Jun-05","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,19,"Bleaching (% of population)",0,"ERG138",7.68,301.32,0,0,0,0.0348799991188571,"MPA","MPA",NA,8794.06814898881
"2886",2005,"11-Jun-05","Barracuda Reef Line 2","Netherlands Antilles",17.4669,-62.9908,19,"Bleaching (% of population)",0,"ERG138",7.68,301.32,0,0,0,0.0348799991188571,"MPA","MPA",NA,8794.06814898881
"2887",2005,"26-Oct-05","Superman's Flight","St Lucia",13.8333,-61.07,5,"Bleaching (% of population)",200,"ERG138",8.193333333,301.3533333,0,0,0,0.037199999060249,"MPA","0",NA,5094.43962328933
"2888",2005,"26-Oct-05","Superman's Flight","St Lucia",13.8333,-61.07,10,"Bleaching (% of population)",240,"ERG138",8.193333333,301.3533333,0,0,0,0.037199999060249,"MPA","0",NA,5094.43962328933
"2889",2005,"04-May-05","Bronco Billy","BVI",18.4933,-64.4603,3,"Bleaching (% of population)",1,"ERG138",5.22,299.47,0,0,0,0.0337999991461402,"MPA","0",NA,166.834553621276
"2890",2005,"04-May-05","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",5.22,299.47,0,0,0,0.0337999991461402,"MPA","0",NA,166.834553621276
"2891",2005,"15-Dec-05","Bronco Billy","BVI",18.4933,-64.4603,3,"Bleaching (% of population)",295,"ERG138",2.84,300.14,0,0,0,0.0483999987773132,"MPA","0",NA,166.834553621276
"2892",2005,"15-Dec-05","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",195,"ERG138",2.84,300.14,0,0,0,0.0483999987773132,"MPA","0",NA,166.834553621276
"2893",2005,"03-May-05","Spyglass","BVI",18.3246,-64.6027,3,"Bleaching (% of population)",0,"ERG138",4.4,301.01,0,0,0,0.0269333326529401,"Non MPA","Non MPA",NA,3739.38906818103
"2894",2005,"03-May-05","Spyglass","BVI",18.3246,-64.6027,10,"Bleaching (% of population)",1,"ERG138",4.4,301.01,0,0,0,0.0269333326529401,"Non MPA","Non MPA",NA,3739.38906818103
"2895",2005,"31-Dec-05","Spyglass","BVI",18.3246,-64.6027,3,"Bleaching (% of population)",255,"ERG138",3.47,300.04,0,0,0,0.0295999992522411,"Non MPA","Non MPA",NA,3739.38906818103
"2896",2005,"31-Dec-05","Spyglass","BVI",18.3246,-64.6027,10,"Bleaching (% of population)",255,"ERG138",3.47,300.04,0,0,0,0.0295999992522411,"Non MPA","Non MPA",NA,3739.38906818103
"2897",2005,"16-Dec-05","Pelican Island","BVI",18.3317,-64.6273,3,"Bleaching (% of population)",155,"ERG138",6.45,300.51,0,0,0,0.0321599991875701,"MPA","0",NA,1973.93807971099
"2898",2005,"16-Dec-05","Pelican Island","BVI",18.3317,-64.6273,10,"Bleaching (% of population)",220,"ERG138",6.45,300.51,0,0,0,0.0321599991875701,"MPA","0",NA,1973.93807971099
"2899",2005,"30-Jun-05","Pelican Island","BVI",18.3333,-64.6267,3,"Bleaching (% of population)",50,"ERG138",7.49,301.72,0,0,0,0.0350666657808082,"MPA","0",NA,1869.12065537906
"2900",2005,"30-Jun-05","Pelican Island","BVI",18.3333,-64.6267,10,"Bleaching (% of population)",0,"ERG138",7.49,301.72,0,0,0,0.0350666657808082,"MPA","0",NA,1869.12065537906
"2901",2005,"05-May-05","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",1,"ERG138",1.63,300.72,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA,501.167844498497
"2902",2005,"05-May-05","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",0,"ERG138",1.63,300.72,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA,501.167844498497
"2903",2005,"13-Dec-05","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",195,"ERG138",1.8,300.92,0,0,0,0.0327999991714023,"Non MPA","Non MPA",NA,501.167844498497
"2904",2005,"13-Dec-05","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",190,"ERG138",1.8,300.92,0,0,0,0.0327999991714023,"Non MPA","Non MPA",NA,501.167844498497
"2905",2005,"20-Feb-05","Curacao Sea Aquarium House Reef, Plot A #1","Netherlands Antilles",12.0832,-68.8971,4,"Bleaching (% of population)",0,"ERG137",2.3375,299.375,0,0,0,0.0319333325266295,"Non MPA","Non MPA",8,528.282131093543
"2906",2005,"17-Jan-05","PortoMari Transect 3","Netherlands Antilles",12.2181,-69.0866,10,"Bleaching (% of population)",0,"ERG137",3.53,300.55,0,0,0,0.0411999989592005,"Non MPA","Non MPA",NA,5639.24102883526
"2907",2005,"04-Jul-05","PortoMari Transect 3","Netherlands Antilles",12.2181,-69.0866,10,"Bleaching (% of population)",0,"ERG137",13.19,300.45,0,0,0,0.0357333324306334,"Non MPA","Non MPA",NA,5639.24102883526
"2908",2005,"21-Jan-05","PortoMari Transect 2","Netherlands Antilles",12.2186,-69.0872,6,"Bleaching (% of population)",0,"ERG137",3.6,298.85,0,0,0,0.0411999989592005,"Non MPA","Non MPA",NA,5668.19275246703
"2909",2005,"07-Jul-05","PortoMari Transect 2","Netherlands Antilles",12.2186,-69.0872,6,"Bleaching (% of population)",0,"ERG137",13.19,299.51,0,0,0,0.0357333324306334,"Non MPA","Non MPA",NA,5668.19275246703
"2910",2005,"20-Jan-05","PortoMari Transect 1","Netherlands Antilles",12.2186,-69.0875,12,"Bleaching (% of population)",0,"ERG137",3.6,298.85,0,0,0,0.0411999989592005,"Non MPA","Non MPA",NA,5656.64031991258
"2911",2005,"08-Jul-05","PortoMari Transect 1","Netherlands Antilles",12.2186,-69.0875,12,"Bleaching (% of population)",0,"ERG137",13.19,299.51,0,0,0,0.0357333324306334,"Non MPA","Non MPA",NA,5656.64031991258
"2912",2005,"26-Feb-05","Chimney","Turks & Caicos",21.8382,-72.3413,8,"Bleaching (% of population)",0,"ERG141",0,298.39,41062,40192,0,0.0337999991461402,"MPA","MPA",NA,1250.67685595127
"2913",2005,"16-Dec-05","El Coro PNNT","Colombia",11.3154,-74.191,12,"Bleaching (% of population)",4,"ERG137",6.72,298.57,0,0,0,0.0865999978123,"MPA","MPA",NA,4077.75194927937
"2914",2005,"24-Mar-05","Casa Camargo","Colombia",11.3012,-74.194,11,"Bleaching (% of population)",30,"ERG137",10.49,299.44,0,0,0,0.0471999988076277,"MPA","MPA",NA,2465.20538486267
"2915",2005,"22-Apr-05","Casa Camargo","Colombia",11.3012,-74.194,10,"Bleaching (% of population)",0,"ERG137",10.47,299.63,0,0,0,0.0453999988530995,"MPA","MPA",NA,2465.20538486267
"2916",2005,"18-May-05","French Bay","Bahamas",23.9473,-74.5511,7,"Bleaching (% of population)",0,"ERG141",0,298.67,0,0,0,0.0267999993229751,"MPA","Non MPA",NA,1725.34695118228
"2917",2005,"08-Nov-05","Drunkenman's Cay","Jamaica",17.9019,-76.8459,4,"Bleaching (% of population)",350,"ERG139",5.06,302.15,2811,0,0,0.0865999978123,"MPA","MPA",NA,250.630381710372
"2918",2005,"08-Nov-05","Drunkenman's Cay","Jamaica",17.9019,-76.8459,7,"Bleaching (% of population)",330,"ERG139",5.06,302.15,2811,0,0,0.0865999978123,"MPA","MPA",NA,250.630381710372
"2919",2005,"20-Feb-05","Hotch Kyn Patches","Jamaica",17.7811,-76.9418,8,"Bleaching (% of population)",0,"ERG139",0,299.66,0,0,0,0.0767999980598688,"MPA","MPA",NA,6577.82435138011
"2920",2005,"20-Feb-05","Hotch Kyn Patches","Jamaica",17.7811,-76.9418,16,"Bleaching (% of population)",1,"ERG139",0,299.66,0,0,0,0.0767999980598688,"MPA","MPA",NA,6577.82435138011
"2921",2005,"17-Nov-05","Lime Cay","Jamaica",17.9417,-76.8193,5,"Bleaching (% of population)",260,"ERG139",4.1,300.92,723003,670892,436802,0.0865999978123,"MPA","MPA",1205,8.72134695447264
"2922",2005,"17-Nov-05","Lime Cay","Jamaica",17.9417,-76.8193,7,"Bleaching (% of population)",310,"ERG139",4.1,300.92,723003,670892,436802,0.0865999978123,"MPA","MPA",1205,8.72134695447264
"2923",2005,"16-Apr-05","Pigican","Jamaica",17.8016,-77.0429,9,"Bleaching (% of population)",0,"ERG139",1,302.17,9609,0,0,0.0591999985044822,"MPA","MPA",NA,3211.72971148182
"2924",2005,"31-Dec-05","Lipmans Ledge","Jamaica",18.4713,-77.3753,10,"Bleaching (% of population)",110,"ERG139",1.01,300.47,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,155.959148486595
"2925",2005,"05-Dec-05","Pear Tree Bottom","Jamaica",18.4636,-77.3573,3,"Bleaching (% of population)",180,"ERG139",6.85,301.2,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,1873.18486406874
"2926",2005,"05-Dec-05","Pear Tree Bottom","Jamaica",18.4636,-77.3573,10,"Bleaching (% of population)",220,"ERG139",6.85,301.2,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,1873.18486406874
"2927",2005,"11-Dec-05","Dairy Bull","Jamaica",18.4678,-77.3938,10,"Bleaching (% of population)",360,"ERG139",4.82,301.1,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,1835.54976550004
"2928",2005,"01-Dec-05","M1","Jamaica",18.4694,-77.4075,10,"Bleaching (% of population)",40,"ERG139",6.22,301.2,0,0,0,0.0273999993078178,"Non MPA","Non MPA",NA,3227.043252912
"2929",2005,"28-Dec-05","East Rio Bueno","Jamaica",18.477,-77.4512,10,"Bleaching (% of population)",100,"ERG139",0,300.425,44546,44546,0,0.0267999993229751,"Non MPA","Non MPA",1,915.674287958765
"2930",2005,"16-Dec-05","Chalet Caribe","Jamaica",18.4516,-77.9718,3,"Bleaching (% of population)",80,"ERG139",1.1,300.63,162983,7068,3593,0.0321999991865596,"MPA","MPA",NA,2746.34901285505
"2931",2005,"16-Dec-05","Chalet Caribe","Jamaica",18.4516,-77.9718,10,"Bleaching (% of population)",55,"ERG139",1.1,300.63,162983,7068,3593,0.0321999991865596,"MPA","MPA",NA,2746.34901285505
"2932",2005,"27-Aug-05","Ireland Pen","Jamaica",18.3609,-78.3433,4,"Bleaching (% of population)",0,"ERG139",5.88,303.52,736641,327851,160575,0.0171999995654915,"MPA","Non MPA",401,495.809218244022
"2933",2005,"27-Aug-05","Ireland Pen","Jamaica",18.3609,-78.3433,8,"Bleaching (% of population)",4,"ERG139",5.88,303.52,736641,327851,160575,0.0171999995654915,"MPA","Non MPA",401,495.809218244022
"2934",2005,"27-Aug-05","Bloody Bay","Jamaica",18.3458,-78.3534,4,"Bleaching (% of population)",0,"ERG139",5.88,303.52,562584,0,0,0.0189999995200196,"MPA","MPA",NA,1380.06279637147
"2935",2005,"27-Aug-05","Bloody Bay","Jamaica",18.3458,-78.3534,10,"Bleaching (% of population)",1,"ERG139",5.88,303.52,562584,0,0,0.0189999995200196,"MPA","MPA",NA,1380.06279637147
"2936",2005,"20-Nov-05","Negril Reef 1","Jamaica",18.3137,-78.356,10,"Bleaching (% of population)",240,"ERG139",3.19,302.06,149633,0,0,0.0355999991006684,"MPA","MPA",NA,4658.98831538758
"2937",2005,"20-Nov-05","Negril Reef 2","Jamaica",18.3137,-78.356,10,"Bleaching (% of population)",240,"ERG139",3.19,302.06,149633,0,0,0.0355999991006684,"MPA","MPA",NA,4658.98831538758
"2938",2005,"20-Nov-05","Negril Reef 3","Jamaica",18.3137,-78.356,10,"Bleaching (% of population)",220,"ERG139",3.19,302.06,149633,0,0,0.0355999991006684,"MPA","MPA",NA,4658.98831538758
"2939",2005,"28-Aug-05","Little Bay","Jamaica",18.2169,-78.2667,5,"Bleaching (% of population)",2,"ERG139",8.796666667,303.9266667,285639,0,0,0.0505999987217365,"MPA","MPA",NA,3284.15425244477
"2940",2005,"28-Aug-05","Little Bay","Jamaica",18.2169,-78.2667,8,"Bleaching (% of population)",0,"ERG139",8.796666667,303.9266667,285639,0,0,0.0505999987217365,"MPA","MPA",NA,3284.15425244477
"2941",2005,"17-Aug-05","Turtle Rocks","Bahamas",25.6629,-79.3089,5,"Bleaching (% of population)",67,"ERG141",2.32,303.08,0,0,0,0.0301999992370838,"Non MPA","Non MPA",NA,4063.63867892874
"2942",2005,"31-Mar-05","Isla Grande","Panama",9.63886,-79.5522,4,"Bleaching (% of population)",0,"ERG136",1,300.85,0,0,0,0.046599998822785,"Non MPA","Non MPA",NA,2336.4187101877
"2943",2005,"28-Aug-05","El Punto Negrilo","Jamaica",18.2543,-78.3673,4,"Bleaching (% of population)",0,"ERG139",5.54,304.33,0,0,0,0.0213999994593905,"MPA","MPA",NA,11189.3182637607
"2944",2005,"28-Aug-05","El Punto Negrilo","Jamaica",18.2543,-78.3673,10,"Bleaching (% of population)",0,"ERG139",5.54,304.33,0,0,0,0.0213999994593905,"MPA","MPA",NA,11189.3182637607
"2945",2005,"19-Jun-05","Elbow Reef","USA-FL",25.1401,-80.2598,6,"Bleaching (% of population)",24,"ERG141",0,301.85,0,0,0,0.124399996857392,"MPA","MPA",NA,2163.90328447485
"2946",2005,"21-Jun-05","French Reef","USA-FL",25.0342,-80.3472,14,"Bleaching (% of population)",12,"ERG141",1.23,301.54,0,0,0,0.172999995629652,"MPA","MPA",NA,2268.44845882017
"2947",2005,"28-May-05","Dardanelos","Belize",17.9006,-87.9639,20,"Bleaching (% of population)",16,"ERG136",6.23,301.86,133783,2320,0,0.0395999989996199,"Non MPA","Non MPA",NA,1124.70154960035
"2948",2005,"13-Mar-05","Lighthouse","Panama",9.08617,-81.5386,1,"Bleaching (% of population)",0,"ERG136",0,300.71,0,0,0,0.0431999989086762,"MPA","MPA",NA,4556.8572106047
"2949",2005,"24-Jul-05","Cayo Largo- Ballenatos","Cuba",21.5848,-81.58,3,"Bleaching (% of population)",2,"ERG140",2.88,302.11,29270,0,0,0.039999998989515,"Non MPA","Non MPA",NA,855.900279338039
"2950",2005,"24-Jul-05","Cayo Largo- Ballenatos","Cuba",21.5848,-81.58,10,"Bleaching (% of population)",2,"ERG140",2.88,302.11,29270,0,0,0.039999998989515,"Non MPA","Non MPA",NA,855.900279338039
"2951",2005,"29-Mar-05","Tobobe","Panama",9.11772,-81.8256,3,"Bleaching (% of population)",5,"ERG136",0.713333333,301.5766667,0,0,0,0.0425999989238335,"Non MPA","Non MPA",NA,1855.81236873832
"2952",2005,"26-Jul-05","Cayo Rosario","Cuba",21.5945,-81.9238,3,"Bleaching (% of population)",21,"ERG140",2.07,302.24,88242,4828,0,0.0345999991259305,"MPA","Non MPA",NA,216.849461076461
"2953",2005,"26-Jul-05","Cayo Rosario","Cuba",21.5945,-81.9238,10,"Bleaching (% of population)",60,"ERG140",2.07,302.24,88242,4828,0,0.0345999991259305,"MPA","Non MPA",NA,216.849461076461
"2954",2005,"26-Mar-05","Bastimentos","Panama",9.342,-82.2092,4,"Bleaching (% of population)",2,"ERG136",0,303.24,1461438,228528,0,0.0427999989187811,"Non MPA","Non MPA",NA,499.838494210461
"2955",2005,"15-Mar-05","Roca Solarte","Panama",9.33814,-82.2168,4,"Bleaching (% of population)",0,"ERG136",0,300.79,1436436,129474,0,0.0427999989187811,"Non MPA","Non MPA",NA,61.039846004708
"2956",2005,"12-May-05","Miramar-Calle 16","Cuba",23.1275,-82.425,10,"Bleaching (% of population)",55,"ERG140",0,298.83,0,0,0,0.030599999226979,"Non MPA","Non MPA",NA,3611.38706818467
"2957",2005,"13-May-05","Miramar-Copacavana","Cuba",23.1182,-82.4368,10,"Bleaching (% of population)",165,"ERG140",0,299.245,0,0,0,0.030599999226979,"Non MPA","Non MPA",NA,2993.88117918331
"2958",2005,"13-May-05","Punta Pelicano 3","Honduras",15.9831,-86.4757,9,"Bleaching (% of population)",16,"ERG136",2.12,301.91,0,0,0,0.0325999991764547,"MPA","MPA",20,53.3362505003146
"2959",2005,"27-May-05","Punta Pelicano 3","Honduras",15.9831,-86.4757,9,"Bleaching (% of population)",15,"ERG136",3.28,303.22,0,0,0,0.0325999991764547,"MPA","MPA",20,53.3362505003146
"2960",2005,"04-Aug-05","Paraiso","Mexico",20.4708,-86.9821,9,"Bleaching (% of population)",2,"ERG136",2.07,301.26,0,0,0,0.0255999993532896,"MPA","MPA",NA,616.422039831682
"2961",2005,"13-Feb-05","Chankanaab","Mexico",20.4402,-87.0027,10,"Bleaching (% of population)",0,"ERG136",1.27,299.06,0,0,0,0.0223999994341284,"MPA","MPA",57,679.458544475692
"2962",2005,"12-Dec-05","Herradura","Mexico",20.3294,-87.0276,9.7,"Bleaching (% of population)",200,"ERG136",1.0375,300.245,3590356,1078434,0,0.0293999992572935,"MPA","MPA",NA,54.696244061873
"2963",2005,"07-Feb-05","La Francesa","Mexico",20.3617,-87.0273,7.7,"Bleaching (% of population)",0,"ERG136",0,299.25,2468710,397219,23865,0.0203999994846527,"MPA","MPA",383,919.92106830938
"2964",2005,"12-Dec-05","Jardines","Mexico",20.3372,-87.0273,6.2,"Bleaching (% of population)",200,"ERG136",1.0375,300.245,3531540,1812110,117787,0.0293999992572935,"MPA","MPA",161,742.092720913422
"2965",2005,"23-Aug-05","Santa Rosa Bajo","Mexico",20.3796,-87.0282,13,"Bleaching (% of population)",2,"ERG136",3.11,302.6625,609716,66408,27217,0.0263999993330799,"MPA","MPA",173,35.8260548441581
"2966",2005,"13-Sep-05","Basil Jones","Belize",18.0863,-87.8659,1.5,"Bleaching (% of population)",20,"ERG136",8.366,304.944,5415207,508514,18201,0.0314999992042431,"MPA","MPA",30,2906.04163851481
"2967",2005,"13-Sep-05","Basil Jones","Belize",18.0863,-87.8659,9.5,"Bleaching (% of population)",180,"ERG136",8.366,304.944,5415207,508514,18201,0.0314999992042431,"MPA","MPA",30,2906.04163851481
"2968",2005,"14-Sep-05","Mexico Rocks Deep","Belize",17.9944,-87.9009,14,"Bleaching (% of population)",250,"ERG136",7.54,303.86,868663,15413,0,0.0309999992168741,"Non MPA","Non MPA",NA,1774.97287695937
"2969",2005,"12-Jun-05","Tackle Box Canyons","Belize",17.9146,-87.9506,14,"Bleaching (% of population)",15,"ERG136",9.43,301.75,189280,164,0,0.0428666655837636,"Non MPA","Non MPA",NA,1528.79452194918
"2970",2005,"27-May-05","San Pedro Cut","Belize",17.9032,-87.9612,15,"Bleaching (% of population)",35,"ERG136",6.23,301.86,135075,2320,0,0.0395999989996199,"Non MPA","Non MPA",NA,1529.87643021257
"2971",2005,"09-Jun-05","San Pedro Cut","Belize",17.9032,-87.9612,3,"Bleaching (% of population)",51,"ERG136",6.23,301.74,135075,2320,0,0.0428666655837636,"Non MPA","Non MPA",NA,1529.87643021257
"2972",2005,"12-Jun-05","Hol Chan","Belize",17.8607,-87.9732,13.5,"Bleaching (% of population)",9,"ERG136",2.25,300.93,3277,0,0,0.042533332258851,"MPA","MPA",NA,869.930722214537
"2973",2005,"20-Sep-05","Caye Caulker Deep","Belize",17.784,-87.9924,13,"Bleaching (% of population)",105,"ERG136",11.09,303.92,89185,0,0,0.0483999987773132,"MPA","MPA",NA,3533.56351487693
"2974",2005,"19-Sep-05","Coral Gardens Shallow","Belize",17.8245,-87.9938,8.5,"Bleaching (% of population)",160,"ERG136",7.38,303.79,0,0,0,0.0483999987773132,"Non MPA","Non MPA",NA,3345.72410136562
"2975",2005,"19-Sep-05","Coral Gardens Deep","Belize",17.8261,-87.9849,12,"Bleaching (% of population)",200,"ERG136",8.51,303.66,0,0,0,0.0483999987773132,"Non MPA","Non MPA",NA,2496.40141922729
"2976",2005,"20-Sep-05","Caye Caulker Shallow","Belize",17.7839,-88.001,5,"Bleaching (% of population)",240,"ERG136",11.09,303.92,125482,0,0,0.0483999987773132,"MPA","MPA",NA,2643.98681430441
"2977",2005,"20-Sep-05","Caye Chapel","Belize",17.6849,-88.0103,15,"Bleaching (% of population)",180,"ERG136",9.03,303.79,0,0,0,0.0855999978375621,"Non MPA","Non MPA",NA,2315.45752808617
"2978",2005,"20-Sep-05","Caye Chapel Shallow","Belize",17.7044,-88.0157,5,"Bleaching (% of population)",320,"ERG136",12.23,303.96,19326,0,0,0.0445999988733092,"MPA","MPA",NA,1482.10826275616
"2979",2005,"21-Sep-05","Goff's Caye Deep","Belize",17.3398,-88.0202,12,"Bleaching (% of population)",40,"ERG136",13.61,302.76,0,0,0,0.0515999986964744,"Non MPA","Non MPA",NA,3341.07376232909
"2980",2005,"21-Sep-05","Goff's Caye Shallow","Belize",17.3427,-88.0317,2.5,"Bleaching (% of population)",12,"ERG136",8.8,302.78,0,0,0,0.101799997428316,"Non MPA","Non MPA",NA,2504.32326282175
"2981",2005,"04-Aug-05","Lime Caye Wall","Belize",16.0951,-88.2714,10,"Bleaching (% of population)",19,"ERG136",12.91,303.08,0,0,0,0.127599996776553,"MPA","MPA",NA,3337.01705450396
"2982",2005,"15-Dec-05","Lime Caye Wall","Belize",16.0951,-88.2714,9,"Bleaching (% of population)",14,"ERG136",0,300.35,0,0,0,0.087999997776933,"MPA","MPA",NA,3337.01705450396
"2983",2005,"04-May-05","Vigilance","Belize",16.1176,-88.2756,8,"Bleaching (% of population)",18,"ERG136",0,302.37,0,0,0,0.0615999984438531,"MPA","MPA",NA,4026.06932552076
"2984",2005,"18-Apr-05","Ragged Caye","Belize",16.0944,-88.2923,10,"Bleaching (% of population)",25,"ERG136",0,301.65,0,0,0,0.0757999980851309,"MPA","MPA",NA,1291.814416655
"2985",2005,"04-Aug-05","Ragged Caye","Belize",16.0898,-88.299,8,"Bleaching (% of population)",6,"ERG136",12.7,302.25,0,0,0,0.127599996776553,"MPA","MPA",NA,423.543549666919
"2986",2005,"21-Sep-05","Gallows Point","Belize",17.507,-88.0474,3,"Bleaching (% of population)",27,"ERG136",10.47,303.86,2379036,0,0,0.0503999987267889,"Non MPA","Non MPA",NA,2058.20521947269
"2987",2005,"21-Sep-05","Gallows Point","Belize",17.507,-88.0474,6.5,"Bleaching (% of population)",180,"ERG136",10.47,303.86,2379036,0,0,0.0503999987267889,"Non MPA","Non MPA",NA,2058.20521947269
"2988",2005,"22-Sep-05","Rendevouz Caye","Belize",17.2477,-88.0557,2.5,"Bleaching (% of population)",25,"ERG136",9.15,302.54,836115,0,0,0.0477999987924704,"Non MPA","Non MPA",NA,2941.87869710177
"2989",2005,"22-Sep-05","Rendevouz Caye","Belize",17.2477,-88.0557,6.7,"Bleaching (% of population)",35,"ERG136",9.15,302.54,836115,0,0,0.0477999987924704,"Non MPA","Non MPA",NA,2941.87869710177
"2990",2005,"13-Mar-05","Frank's Reef","Panama",9.10861,-81.5564,10,"Bleaching (% of population)",10,"ERG136",0,300.71,0,0,0,0.0431999989086762,"MPA","MPA",NA,2567.41648948978
"2991",2005,"25-Mar-05","Proselyte Reef","Netherlands Antilles",18.0056,-63.0596,15.8,"Bleaching (% of population)",0,"ERG138",0.188333333,299.6683333,0,0,0,0.0395999989996199,"Non MPA","Non MPA",NA,849.125554324977
"2992",2006,"04-Mar-06","Champagne Outer","Dominica",15.2392,-61.3711,9.1,"Bleaching (% of population)",0,"ERG138",0,299.34,0,0,0,0.0337999991461402,"Non MPA","Non MPA",NA,11996.6689709893
"2993",2006,"08-Apr-06","Champagne Outer","Dominica",15.2392,-61.3711,10.5,"Bleaching (% of population)",10,"ERG138",0,300.39,0,0,0,0.0327999991714023,"Non MPA","Non MPA",NA,11996.6689709893
"2994",2006,"16-Feb-06","Baixa Seca","Brazil",-8.76822,-35.0829,12,"Bleaching (% of population)",72,"ERG144",0,301.8,684364,0,0,0.061199998453958,"MPA","MPA",NA,2821.03894529294
